postgres-1  | 2025-10-21 05:09:20.786 UTC [15685] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:22.139 UTC [16937] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:23.383 UTC [16938] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:23.383 UTC [16938] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:24.725 UTC [16939] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:24.725 UTC [16939] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:25.695 UTC [16940] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:25.695 UTC [16940] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:27.015 UTC [16948] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:27.015 UTC [16948] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:28.151 UTC [16949] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:28.151 UTC [16949] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:29.495 UTC [16950] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:29.495 UTC [16950] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:30.406 UTC [16951] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:30.406 UTC [16951] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:31.338 UTC [16960] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:31.338 UTC [16960] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:32.418 UTC [16961] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:32.418 UTC [16961] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:33.346 UTC [16962] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:33.346 UTC [16962] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:34.980 UTC [16963] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:34.980 UTC [16963] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:36.239 UTC [16971] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:36.239 UTC [16971] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:37.146 UTC [16972] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:37.146 UTC [16972] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:38.210 UTC [16973] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:38.210 UTC [16973] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:39.357 UTC [16974] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:39.357 UTC [16974] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:40.942 UTC [16975] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:40.942 UTC [16975] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:42.412 UTC [16983] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:42.412 UTC [16983] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:43.300 UTC [16984] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:43.300 UTC [16984] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:44.178 UTC [16985] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:44.178 UTC [16985] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:45.358 UTC [16986] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:45.358 UTC [16986] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:46.514 UTC [16994] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:46.514 UTC [16994] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:47.410 UTC [16995] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:47.410 UTC [16995] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:48.299 UTC [16996] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:48.299 UTC [16996] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:49.317 UTC [16997] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:49.317 UTC [16997] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:50.368 UTC [16998] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:50.368 UTC [16998] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:51.468 UTC [17006] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:51.468 UTC [17006] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:52.404 UTC [17008] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:52.404 UTC [17008] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:53.392 UTC [17009] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:53.392 UTC [17009] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:54.761 UTC [17010] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:54.761 UTC [17010] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:56.195 UTC [17011] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:56.195 UTC [17011] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:57.222 UTC [17019] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:57.222 UTC [17019] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:58.549 UTC [17020] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:58.549 UTC [17020] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:18:59.574 UTC [17021] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:18:59.574 UTC [17021] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:00.617 UTC [17022] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:00.617 UTC [17022] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:01.510 UTC [17029] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:01.510 UTC [17029] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:02.892 UTC [17031] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:02.892 UTC [17031] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:04.050 UTC [17032] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:04.050 UTC [17032] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:05.057 UTC [17033] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:05.057 UTC [17033] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:06.055 UTC [17034] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:06.055 UTC [17034] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:07.423 UTC [17042] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:07.423 UTC [17042] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:08.892 UTC [17043] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:08.892 UTC [17043] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:10.466 UTC [17044] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:10.466 UTC [17044] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:11.485 UTC [17045] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:11.485 UTC [17045] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:12.343 UTC [17053] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:12.343 UTC [17053] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:13.384 UTC [17054] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:13.384 UTC [17054] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:14.713 UTC [17056] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:14.713 UTC [17056] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:15.770 UTC [17057] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:15.770 UTC [17057] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:16.946 UTC [17064] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:16.946 UTC [17064] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:18.141 UTC [17066] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:18.141 UTC [17066] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:19.414 UTC [17067] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:19.414 UTC [17067] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:20.544 UTC [17068] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:20.544 UTC [17068] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:21.956 UTC [17069] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:21.956 UTC [17069] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:22.979 UTC [17077] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:22.979 UTC [17077] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:24.130 UTC [17078] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:24.130 UTC [17078] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:25.017 UTC [17079] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:25.017 UTC [17079] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:26.045 UTC [17080] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:26.045 UTC [17080] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:26.984 UTC [17081] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:26.984 UTC [17081] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:27.984 UTC [17089] FATAL:  password authentication failed for user "ubuntu"
postgres-1  | 2025-10-21 05:19:27.984 UTC [17089] DETAIL:  Role "ubuntu" does not exist.
postgres-1  |   Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:28.483 UTC [17090] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:28.483 UTC [17090] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:29.953 UTC [17091] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:29.953 UTC [17091] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:31.159 UTC [17092] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:31.159 UTC [17092] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:32.403 UTC [17100] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:32.403 UTC [17100] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:33.850 UTC [17101] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:33.850 UTC [17101] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:34.935 UTC [17102] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:34.935 UTC [17102] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:36.190 UTC [17103] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:36.190 UTC [17103] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:37.400 UTC [17104] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:37.400 UTC [17104] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:38.839 UTC [17112] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:38.839 UTC [17112] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:39.970 UTC [17113] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:39.970 UTC [17113] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:41.148 UTC [17114] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:41.148 UTC [17114] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:42.019 UTC [17115] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:42.019 UTC [17115] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:43.348 UTC [17123] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:43.348 UTC [17123] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:44.422 UTC [17124] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:44.422 UTC [17124] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:45.655 UTC [17125] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:45.655 UTC [17125] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:46.726 UTC [17126] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:46.726 UTC [17126] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:47.952 UTC [17134] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:47.952 UTC [17134] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:49.272 UTC [17135] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:49.272 UTC [17135] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:50.344 UTC [17136] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:50.344 UTC [17136] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:51.716 UTC [17137] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:51.716 UTC [17137] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:52.783 UTC [17145] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:52.783 UTC [17145] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:54.041 UTC [17146] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:54.041 UTC [17146] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:55.097 UTC [17147] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:55.097 UTC [17147] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:56.173 UTC [17148] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:56.173 UTC [17148] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:57.274 UTC [17149] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:57.274 UTC [17149] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:58.553 UTC [17157] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:58.553 UTC [17157] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:19:59.655 UTC [17158] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:19:59.655 UTC [17158] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:01.049 UTC [17159] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:01.049 UTC [17159] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:02.295 UTC [17160] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:02.295 UTC [17160] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:03.435 UTC [17168] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:03.435 UTC [17168] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:04.550 UTC [17169] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:04.550 UTC [17169] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:05.697 UTC [17170] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:05.697 UTC [17170] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:06.656 UTC [17171] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:06.656 UTC [17171] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:07.981 UTC [17179] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:07.981 UTC [17179] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:08.941 UTC [17180] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:08.941 UTC [17180] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:10.098 UTC [17181] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:10.098 UTC [17181] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:11.031 UTC [17182] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:11.031 UTC [17182] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:12.065 UTC [17183] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:12.065 UTC [17183] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:13.082 UTC [17191] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:13.082 UTC [17191] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:14.527 UTC [17193] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:14.527 UTC [17193] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:16.208 UTC [17194] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:16.208 UTC [17194] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:17.352 UTC [17195] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:17.352 UTC [17195] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:18.405 UTC [17203] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:18.405 UTC [17203] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:19.604 UTC [17204] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:19.604 UTC [17204] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:20.707 UTC [17205] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:20.707 UTC [17205] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:22.105 UTC [17206] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:22.105 UTC [17206] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:23.197 UTC [17207] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:23.197 UTC [17207] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:24.411 UTC [17215] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:24.411 UTC [17215] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:25.671 UTC [17216] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:25.671 UTC [17216] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:26.610 UTC [17217] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:26.610 UTC [17217] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:27.797 UTC [17218] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:27.797 UTC [17218] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:29.200 UTC [17226] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:29.200 UTC [17226] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:30.205 UTC [17227] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:30.205 UTC [17227] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:31.572 UTC [17228] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:31.572 UTC [17228] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:32.950 UTC [17229] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:32.950 UTC [17229] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:33.844 UTC [17237] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:33.844 UTC [17237] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:35.376 UTC [17238] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:35.376 UTC [17238] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:36.451 UTC [17239] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:36.451 UTC [17239] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:37.652 UTC [17240] FATAL:  password authentication failed for user "postgres"
postgres-1  | 2025-10-21 05:20:37.652 UTC [17240] DETAIL:  Connection matched pg_hba.conf line 100: "host all all all scram-sha-256"
postgres-1  | 2025-10-21 05:20:38.627 UTC [17248] FATAL:  password authentication failed for user "postgres"
